experiment run details:
  dataset: hoi
  model: phi hoi None
  path: /gpfs/mariana/home/envomp/bongard/hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9081513285636902, max_false: 0.8799282908439636, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8356410264968872, max_false: 0.7323738932609558, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9302546977996826, max_false: 0.8913800716400146, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.867047905921936, max_false: 0.8204923868179321, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.8098404407501221, max_false: 0.7682230472564697, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8338052034378052, max_false: 0.8356951475143433, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9298391938209534, max_false: 0.8941748738288879, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8860435485839844, max_false: 0.8656026124954224, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9045469760894775, max_false: 0.8928775191307068, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9050367474555969, max_false: 0.884157657623291, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8464598655700684, max_false: 0.8415716290473938, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8651660084724426, max_false: 0.835559070110321, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7752658724784851, max_false: 0.7893181443214417, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8691781163215637, max_false: 0.870840311050415, correct: False
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.851111650466919, max_false: 0.8310253620147705, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8911526799201965, max_false: 0.897799015045166, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9126315712928772, max_false: 0.886623740196228, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9101302623748779, max_false: 0.8524953722953796, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9365440011024475, max_false: 0.8669180274009705, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9066022634506226, max_false: 0.8824263215065002, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8710356950759888, max_false: 0.829275906085968, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9291559457778931, max_false: 0.8851279616355896, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8984065055847168, max_false: 0.8628665208816528, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9201170802116394, max_false: 0.8441373705863953, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8988823294639587, max_false: 0.8210340142250061, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8693695068359375, max_false: 0.8101117610931396, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9262338876724243, max_false: 0.921281635761261, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8883457183837891, max_false: 0.8738000988960266, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9106913208961487, max_false: 0.8964712023735046, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8054870367050171, max_false: 0.7792096734046936, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9136889576911926, max_false: 0.8690860271453857, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9315921068191528, max_false: 0.9044297933578491, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9255380034446716, max_false: 0.901129961013794, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7631784677505493, max_false: 0.7848173379898071, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.910168468952179, max_false: 0.895997941493988, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8893197178840637, max_false: 0.8850954174995422, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9015693664550781, max_false: 0.8875091075897217, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8876807689666748, max_false: 0.8946918249130249, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9291107058525085, max_false: 0.9246966242790222, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8837537169456482, max_false: 0.8412241339683533, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8556743860244751, max_false: 0.8406359553337097, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8635523915290833, max_false: 0.8498268723487854, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9046255350112915, max_false: 0.8856850862503052, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.921260416507721, max_false: 0.9319993853569031, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8980727195739746, max_false: 0.8659048080444336, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9121696352958679, max_false: 0.9183002710342407, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8959097266197205, max_false: 0.8868159651756287, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8062827587127686, max_false: 0.7968980073928833, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9128514528274536, max_false: 0.8288266658782959, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9007212519645691, max_false: 0.849436342716217, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8345547914505005, max_false: 0.7996014356613159, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8728676438331604, max_false: 0.9106077551841736, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9453710913658142, max_false: 0.8918572664260864, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8544197082519531, max_false: 0.8040004372596741, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9140368700027466, max_false: 0.909268856048584, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8591221570968628, max_false: 0.8446944355964661, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8862385749816895, max_false: 0.8528796434402466, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.831903338432312, max_false: 0.8426503539085388, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8795612454414368, max_false: 0.8696459531784058, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9185568690299988, max_false: 0.9277343153953552, correct: False
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.8012996315956116, max_false: 0.8348472714424133, correct: False
