experiment run details:
  dataset: hoi
  model: phi hoi lora
  path: /gpfs/mariana/home/envomp/bongard/hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9915338754653931, max_false: 0.998530387878418, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9983025193214417, max_false: 0.990761935710907, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9927756786346436, max_false: 0.9983746409416199, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9980289340019226, max_false: 0.9911585450172424, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.9913410544395447, max_false: 0.9972583055496216, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9981914162635803, max_false: 0.9917380213737488, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9910007119178772, max_false: 0.9980920553207397, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9984140396118164, max_false: 0.9920898079872131, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9901854395866394, max_false: 0.9982860088348389, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.998247504234314, max_false: 0.9918174147605896, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9902523159980774, max_false: 0.9982194304466248, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.99818354845047, max_false: 0.9915956854820251, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9924995303153992, max_false: 0.9983475208282471, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9981055855751038, max_false: 0.9881930351257324, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.9893780946731567, max_false: 0.9973254203796387, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9982786178588867, max_false: 0.9915360808372498, correct: True
