experiment run details:
  dataset: openworld
  path: /gpfs/mariana/home/envomp/bongard/
  similarity location: final
  prompt structure: labeled

---------------------------------------
  test split name: test
---------------------------------------

in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.92225581407547, max_false: 0.8912054896354675, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.844351053237915, max_false: 0.7671656608581543, correct: True
in: torch.Size([25, 3584]), out: torch.Size([3584]), max_true: 0.7502556443214417, max_false: 0.8390288352966309, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.819049596786499, max_false: 0.7852885723114014, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7293574213981628, max_false: 0.8066884279251099, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8355045318603516, max_false: 0.6550731062889099, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.6667172908782959, max_false: 0.7936137318611145, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.726481020450592, max_false: 0.6445257067680359, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7109861373901367, max_false: 0.8309528827667236, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.9072237610816956, max_false: 0.8128288984298706, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7104729413986206, max_false: 0.8000556230545044, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.8063036203384399, max_false: 0.6601541638374329, correct: True
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7722752094268799, max_false: 0.8316879272460938, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.795305609703064, max_false: 0.578274667263031, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8761597275733948, max_false: 0.8020792603492737, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8406060934066772, max_false: 0.7295160889625549, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.6448115706443787, max_false: 0.7920815348625183, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7203274965286255, max_false: 0.6616255044937134, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7368282079696655, max_false: 0.8735945224761963, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8402610421180725, max_false: 0.579678475856781, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.721696674823761, max_false: 0.8567120432853699, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.832489550113678, max_false: 0.7767890691757202, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7821778655052185, max_false: 0.8194157481193542, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7129251956939697, max_false: 0.5748798847198486, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7970557808876038, max_false: 0.8179827928543091, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.6656391620635986, max_false: 0.6355966925621033, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8387482166290283, max_false: 0.8732231259346008, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8567045331001282, max_false: 0.6208099722862244, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7217936515808105, max_false: 0.847804069519043, correct: False
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.8780844211578369, max_false: 0.7596954703330994, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.7449592351913452, max_false: 0.8393672704696655, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8670035004615784, max_false: 0.7278701066970825, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.5885013937950134, max_false: 0.8070770502090454, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.6973251104354858, max_false: 0.5777799487113953, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.813907265663147, max_false: 0.7789207696914673, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8472644090652466, max_false: 0.7989654541015625, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7299830913543701, max_false: 0.8002266883850098, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7632885575294495, max_false: 0.4791819751262665, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8504579067230225, max_false: 0.9109426140785217, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8850336074829102, max_false: 0.8035638332366943, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8609493374824524, max_false: 0.851935863494873, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8120723962783813, max_false: 0.7002688646316528, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7117319107055664, max_false: 0.8764034509658813, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.7552381157875061, max_false: 0.6742981672286987, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8998024463653564, max_false: 0.8484369516372681, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8322542309761047, max_false: 0.6804105639457703, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7013096213340759, max_false: 0.7868799567222595, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.845227062702179, max_false: 0.7595493793487549, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.827436089515686, max_false: 0.8388857841491699, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8399502635002136, max_false: 0.7965788841247559, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7951381206512451, max_false: 0.8729382157325745, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7856989502906799, max_false: 0.6574658751487732, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7010654807090759, max_false: 0.8189013004302979, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.8247948288917542, max_false: 0.6305129528045654, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8602161407470703, max_false: 0.7772068381309509, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.9080057740211487, max_false: 0.533150851726532, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.6316655874252319, max_false: 0.7431306838989258, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8697033524513245, max_false: 0.742982029914856, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.804278552532196, max_false: 0.8061333298683167, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8537405729293823, max_false: 0.6835818886756897, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.7946245670318604, max_false: 0.8720940947532654, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7889691591262817, max_false: 0.6138625741004944, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7865897417068481, max_false: 0.8544792532920837, correct: False
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.8214619159698486, max_false: 0.6837045550346375, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7486234307289124, max_false: 0.8732572793960571, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8483447432518005, max_false: 0.741457998752594, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7848409414291382, max_false: 0.8661434650421143, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8425182700157166, max_false: 0.7209118008613586, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.816418468952179, max_false: 0.8920478224754333, correct: False
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.8405585885047913, max_false: 0.7235201597213745, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.6938928961753845, max_false: 0.8222693204879761, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8732364177703857, max_false: 0.639447808265686, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7948247790336609, max_false: 0.827637255191803, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.919222354888916, max_false: 0.7714834809303284, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.6866167783737183, max_false: 0.9341654181480408, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8888807892799377, max_false: 0.6973581910133362, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.6577330827713013, max_false: 0.840399444103241, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.8169234395027161, max_false: 0.6699374914169312, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8030708432197571, max_false: 0.8275222778320312, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7606791257858276, max_false: 0.584584653377533, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.7299060821533203, max_false: 0.8666736483573914, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.9061645865440369, max_false: 0.7140920758247375, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7346299886703491, max_false: 0.9066466689109802, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7080661654472351, max_false: 0.5535547733306885, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8583152294158936, max_false: 0.7977064251899719, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7798950672149658, max_false: 0.6836017966270447, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7820844650268555, max_false: 0.768832802772522, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8912761211395264, max_false: 0.6675368547439575, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.724898636341095, max_false: 0.8472582101821899, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8108416795730591, max_false: 0.6452035903930664, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7319329977035522, max_false: 0.8212586641311646, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.6361547708511353, max_false: 0.5539252758026123, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7654771208763123, max_false: 0.7972606420516968, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8588563799858093, max_false: 0.7248703241348267, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7095179557800293, max_false: 0.9051225781440735, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8910454511642456, max_false: 0.6702787280082703, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7771585583686829, max_false: 0.9130414128303528, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8620815277099609, max_false: 0.7894865274429321, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7618347406387329, max_false: 0.9019569158554077, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.8338797688484192, max_false: 0.6272996068000793, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8214884400367737, max_false: 0.86842280626297, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8465602397918701, max_false: 0.6781766414642334, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.9469565153121948, max_false: 0.8674017786979675, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8012104034423828, max_false: 0.655196487903595, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.671877920627594, max_false: 0.8440579175949097, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8003143668174744, max_false: 0.71672523021698, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8540976047515869, max_false: 0.7922947406768799, correct: True
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7090775370597839, max_false: 0.5425058007240295, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7963396310806274, max_false: 0.8560686111450195, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8706376552581787, max_false: 0.725358247756958, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8066579103469849, max_false: 0.8731454014778137, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7768707871437073, max_false: 0.8352103233337402, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.816520094871521, max_false: 0.8807989358901978, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8444690704345703, max_false: 0.6423220634460449, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7545887231826782, max_false: 0.8134630918502808, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8303775191307068, max_false: 0.6822736859321594, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7480996251106262, max_false: 0.7792203426361084, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.9104275703430176, max_false: 0.7836533784866333, correct: True
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.7851108312606812, max_false: 0.816497802734375, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8744572997093201, max_false: 0.7722147703170776, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.6876782774925232, max_false: 0.8135886192321777, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7993700504302979, max_false: 0.6237511038780212, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8631793856620789, max_false: 0.7877534627914429, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7419815063476562, max_false: 0.6427620649337769, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.713173508644104, max_false: 0.7853267192840576, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8145946264266968, max_false: 0.731389045715332, correct: True
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7615078091621399, max_false: 0.8818665742874146, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7748147249221802, max_false: 0.7045374512672424, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.855792224407196, max_false: 0.8993558883666992, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8484745025634766, max_false: 0.7179357409477234, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7943180203437805, max_false: 0.8553816676139832, correct: False
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.7359089255332947, max_false: 0.6801978349685669, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7993593215942383, max_false: 0.82886803150177, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.9005484580993652, max_false: 0.7260931134223938, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8573443293571472, max_false: 0.8130266070365906, correct: True
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.8894718289375305, max_false: 0.6156851053237915, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8377152681350708, max_false: 0.8597738742828369, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.839627206325531, max_false: 0.7557969689369202, correct: True
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7274255156517029, max_false: 0.7887845635414124, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7837104201316833, max_false: 0.6153645515441895, correct: True
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.7308945059776306, max_false: 0.8132649064064026, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8131415843963623, max_false: 0.6721753478050232, correct: True
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7778564691543579, max_false: 0.9020646810531616, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.8957544565200806, max_false: 0.6973661780357361, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8758770227432251, max_false: 0.8797826170921326, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.841498613357544, max_false: 0.7279372215270996, correct: True
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.7354127168655396, max_false: 0.8410017490386963, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8700000643730164, max_false: 0.7132121920585632, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.7072806358337402, max_false: 0.830365777015686, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8878189921379089, max_false: 0.6866105794906616, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7707566022872925, max_false: 0.9071494340896606, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.825985312461853, max_false: 0.6113294959068298, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7860491871833801, max_false: 0.884989857673645, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8481643199920654, max_false: 0.8007213473320007, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8569363355636597, max_false: 0.9011257886886597, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.8535223007202148, max_false: 0.7503726482391357, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.6696164608001709, max_false: 0.8468001484870911, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8751702904701233, max_false: 0.7095111012458801, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7205986380577087, max_false: 0.7140012979507446, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7965490818023682, max_false: 0.62923663854599, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.7448506355285645, max_false: 0.8562982082366943, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.813384473323822, max_false: 0.5708790421485901, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7660024166107178, max_false: 0.8211348056793213, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8358337879180908, max_false: 0.7079931497573853, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8229387402534485, max_false: 0.9075607061386108, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7887727618217468, max_false: 0.6961009502410889, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7336387038230896, max_false: 0.8186978101730347, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.7870291471481323, max_false: 0.7900612950325012, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7375254034996033, max_false: 0.8342961072921753, correct: False
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.8574959635734558, max_false: 0.776282787322998, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.6926659345626831, max_false: 0.7740203738212585, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8574283719062805, max_false: 0.7167580723762512, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7466296553611755, max_false: 0.7897751331329346, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7497286796569824, max_false: 0.6798341274261475, correct: True
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.8780472278594971, max_false: 0.8926113843917847, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.836468517780304, max_false: 0.7892055511474609, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.7208942770957947, max_false: 0.8358795642852783, correct: False
in: torch.Size([33, 3584]), out: torch.Size([3584]), max_true: 0.7215922474861145, max_false: 0.6273801326751709, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.6911255121231079, max_false: 0.7915122509002686, correct: False
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8756501078605652, max_false: 0.6541632413864136, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.797141969203949, max_false: 0.8507922291755676, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.8422698974609375, max_false: 0.7517569661140442, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.5903717875480652, max_false: 0.8118101954460144, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8293822407722473, max_false: 0.740237832069397, correct: True
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.6784717440605164, max_false: 0.8885490894317627, correct: False
in: torch.Size([65, 3584]), out: torch.Size([3584]), max_true: 0.6950769424438477, max_false: 0.35111451148986816, correct: True
in: torch.Size([57, 3584]), out: torch.Size([3584]), max_true: 0.8351329565048218, max_false: 0.8550837635993958, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.8108969926834106, max_false: 0.7416747212409973, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8140835165977478, max_false: 0.8123530745506287, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.8602578043937683, max_false: 0.6909536123275757, correct: True
in: torch.Size([41, 3584]), out: torch.Size([3584]), max_true: 0.6868563890457153, max_false: 0.9164395332336426, correct: False
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.9299328327178955, max_false: 0.7784271836280823, correct: True
in: torch.Size([49, 3584]), out: torch.Size([3584]), max_true: 0.7400653958320618, max_false: 0.8221051692962646, correct: False
