experiment run details:
  dataset: hoi
  model: phi hoi lora
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5915169715881348, max_false: 0.5971112847328186, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7255826592445374, max_false: 0.3362332582473755, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6902737021446228, max_false: 0.827928364276886, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.709395706653595, max_false: 0.3385358452796936, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.6849570870399475, max_false: 0.46323251724243164, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6164903044700623, max_false: 0.6416182518005371, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.852185070514679, max_false: 0.6237191557884216, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5401239991188049, max_false: 0.3687966465950012, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7889977097511292, max_false: 0.7193641662597656, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6684380769729614, max_false: 0.4532989263534546, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6342281699180603, max_false: 0.7422199249267578, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7371635437011719, max_false: 0.757125973701477, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6683893203735352, max_false: 0.4426494538784027, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5335332751274109, max_false: 0.7832880020141602, correct: False
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.7980965375900269, max_false: 0.38399749994277954, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6838395595550537, max_false: 0.6754290461540222, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8988773226737976, max_false: 0.5643734335899353, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.84312903881073, max_false: 0.5346389412879944, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8534682393074036, max_false: 0.4464883804321289, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8000129461288452, max_false: 0.3315622806549072, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6628351807594299, max_false: 0.6204571723937988, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8689562082290649, max_false: 0.7045872211456299, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6666417121887207, max_false: 0.6944766640663147, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7761510014533997, max_false: 0.3614727854728699, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.823967695236206, max_false: 0.6291406154632568, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6853560209274292, max_false: 0.43064257502555847, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7697532773017883, max_false: 0.6811445355415344, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6755954623222351, max_false: 0.514785647392273, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8648335337638855, max_false: 0.5214958190917969, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6697466373443604, max_false: 0.41971179842948914, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8374451398849487, max_false: 0.4856432378292084, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8312389850616455, max_false: 0.3608640432357788, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7618597149848938, max_false: 0.6163437962532043, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6935637593269348, max_false: 0.6589639782905579, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8105158805847168, max_false: 0.5476929545402527, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6044600009918213, max_false: 0.6350932121276855, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5724750757217407, max_false: 0.5392048358917236, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7736435532569885, max_false: 0.805159330368042, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9208661913871765, max_false: 0.5982627272605896, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7773261070251465, max_false: 0.6432287693023682, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7208511829376221, max_false: 0.6608372926712036, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6891845464706421, max_false: 0.6047700643539429, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5705051422119141, max_false: 0.6882768869400024, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7547234892845154, max_false: 0.7307196855545044, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6539085507392883, max_false: 0.5728127360343933, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7373942732810974, max_false: 0.6409376263618469, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8339952230453491, max_false: 0.6190381050109863, correct: True
