experiment run details:
  dataset: hoi
  model: phi hoi lora
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7886156439781189, max_false: 0.7772170305252075, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8545135855674744, max_false: 0.6160916686058044, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8142737150192261, max_false: 0.8631892204284668, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8114163875579834, max_false: 0.6587616801261902, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.7822907567024231, max_false: 0.7231158018112183, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7250307202339172, max_false: 0.7385777831077576, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8925707340240479, max_false: 0.8174422979354858, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7137049436569214, max_false: 0.6536896824836731, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8501808643341064, max_false: 0.8358009457588196, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7531291246414185, max_false: 0.6515212655067444, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7189573645591736, max_false: 0.7542029619216919, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8007341623306274, max_false: 0.7320021986961365, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7517061233520508, max_false: 0.6972938179969788, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7792786359786987, max_false: 0.8266264200210571, correct: False
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.7983587980270386, max_false: 0.680147647857666, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8226182460784912, max_false: 0.8388625979423523, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9052228927612305, max_false: 0.710263729095459, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.88930344581604, max_false: 0.7037850618362427, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8559705018997192, max_false: 0.6849312782287598, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8475387692451477, max_false: 0.5944437384605408, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7239432334899902, max_false: 0.7388933897018433, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8953922390937805, max_false: 0.7881301045417786, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8215732574462891, max_false: 0.7927330136299133, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.886116087436676, max_false: 0.7209692597389221, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8669407367706299, max_false: 0.7674863934516907, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7876099944114685, max_false: 0.6462258100509644, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8702347278594971, max_false: 0.8404152393341064, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8766959309577942, max_false: 0.7896301746368408, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8672892451286316, max_false: 0.7361547946929932, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7804502248764038, max_false: 0.6922680139541626, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8696553707122803, max_false: 0.7329326272010803, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8725848197937012, max_false: 0.6649622321128845, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8535255193710327, max_false: 0.8477709889411926, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8051350712776184, max_false: 0.7911449074745178, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.88140469789505, max_false: 0.7909954786300659, correct: True
