experiment run details:
  dataset: hoi
  model: phi hoi lora
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7998771071434021, max_false: 0.7889305353164673, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8121199607849121, max_false: 0.5537528395652771, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7763562798500061, max_false: 0.8531337976455688, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7961351871490479, max_false: 0.48515260219573975, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.8011108040809631, max_false: 0.6093102693557739, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7626354098320007, max_false: 0.7403143644332886, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9038496613502502, max_false: 0.7839140295982361, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6960838437080383, max_false: 0.5588693022727966, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8882982730865479, max_false: 0.850479006767273, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8364834189414978, max_false: 0.7017247676849365, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7292255163192749, max_false: 0.8245185017585754, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8156386613845825, max_false: 0.7685824632644653, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6906417608261108, max_false: 0.6047765016555786, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.727260172367096, max_false: 0.864218533039093, correct: False
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.8474922180175781, max_false: 0.6303795576095581, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.803340494632721, max_false: 0.8215512037277222, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9261651635169983, max_false: 0.7488207817077637, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8916592001914978, max_false: 0.6511808037757874, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8964442014694214, max_false: 0.6397323608398438, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.839993417263031, max_false: 0.5027406215667725, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7988834977149963, max_false: 0.8144543170928955, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9133524894714355, max_false: 0.8067408800125122, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8289731740951538, max_false: 0.8189821243286133, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8718743324279785, max_false: 0.5956384539604187, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8828132152557373, max_false: 0.7790223956108093, correct: True
