experiment run details:
  dataset: hoi
  model: phi hoi lora
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9230201840400696, max_false: 0.9247199892997742, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.909959077835083, max_false: 0.9312762022018433, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8774533271789551, max_false: 0.8474636673927307, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9409895539283752, max_false: 0.9305756688117981, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8684569001197815, max_false: 0.8483151793479919, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9178515672683716, max_false: 0.9155643582344055, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9002867937088013, max_false: 0.8972464799880981, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9139851927757263, max_false: 0.9112010598182678, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9495774507522583, max_false: 0.9210711717605591, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9441654086112976, max_false: 0.9418841600418091, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9427080154418945, max_false: 0.9047199487686157, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9139984250068665, max_false: 0.9020479917526245, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9410949945449829, max_false: 0.9079324007034302, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9117247462272644, max_false: 0.9244738817214966, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9365469813346863, max_false: 0.9169520735740662, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.920508861541748, max_false: 0.8823726177215576, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8844627141952515, max_false: 0.8951468467712402, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9027923345565796, max_false: 0.9276474118232727, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9063655734062195, max_false: 0.8636698126792908, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8957833647727966, max_false: 0.8972488045692444, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8922423124313354, max_false: 0.8547617197036743, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8716845512390137, max_false: 0.9116536974906921, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9231143593788147, max_false: 0.8941188454627991, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9212989807128906, max_false: 0.9318782091140747, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8844500780105591, max_false: 0.8656877875328064, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8949615359306335, max_false: 0.9145594239234924, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8787997961044312, max_false: 0.851285457611084, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8511629104614258, max_false: 0.8881680965423584, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8877076506614685, max_false: 0.8881619572639465, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9248030781745911, max_false: 0.9333945512771606, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9257037043571472, max_false: 0.9040307402610779, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9070019125938416, max_false: 0.904869019985199, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9111730456352234, max_false: 0.8880360126495361, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8885870575904846, max_false: 0.8845100998878479, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9316432476043701, max_false: 0.9014164805412292, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9293619990348816, max_false: 0.9404979944229126, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9031734466552734, max_false: 0.8904931545257568, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9263923168182373, max_false: 0.9225466251373291, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9337120056152344, max_false: 0.9176272749900818, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8640597462654114, max_false: 0.8901495933532715, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9145035743713379, max_false: 0.8926888108253479, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.917727530002594, max_false: 0.9307704567909241, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9121958613395691, max_false: 0.8940205574035645, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9036296010017395, max_false: 0.919479250907898, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9294193983078003, max_false: 0.9169180393218994, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8961216807365417, max_false: 0.8765429854393005, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9098044037818909, max_false: 0.8952834010124207, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8989273309707642, max_false: 0.9085632562637329, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9205380082130432, max_false: 0.9251133799552917, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9156915545463562, max_false: 0.9126261472702026, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8926506638526917, max_false: 0.8755597472190857, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9226834774017334, max_false: 0.9015101194381714, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.927963137626648, max_false: 0.8918164372444153, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.890397846698761, max_false: 0.8876281976699829, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9270066618919373, max_false: 0.9023287892341614, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9316629767417908, max_false: 0.9531778693199158, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8989696502685547, max_false: 0.8342654705047607, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8918511867523193, max_false: 0.8680874109268188, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9177162647247314, max_false: 0.8932996392250061, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9117587804794312, max_false: 0.902754545211792, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8871708512306213, max_false: 0.8824001550674438, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.914197564125061, max_false: 0.9305554628372192, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9147350788116455, max_false: 0.9013339877128601, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.8581584095954895, max_false: 0.8824049830436707, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9349828362464905, max_false: 0.8835883736610413, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9016100168228149, max_false: 0.9109814763069153, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9283432960510254, max_false: 0.9065081477165222, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9069130420684814, max_false: 0.9235841631889343, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9408422112464905, max_false: 0.9202813506126404, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9329102039337158, max_false: 0.9409551620483398, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9067208170890808, max_false: 0.8508450984954834, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.934908390045166, max_false: 0.943413496017456, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9449848532676697, max_false: 0.9167152643203735, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9223252534866333, max_false: 0.9365407824516296, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.950575053691864, max_false: 0.9373458623886108, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9375884532928467, max_false: 0.9432660937309265, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9365465044975281, max_false: 0.912656843662262, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8600252866744995, max_false: 0.864603579044342, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9169715046882629, max_false: 0.9122883677482605, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8888699412345886, max_false: 0.8947620987892151, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8684647083282471, max_false: 0.8544840812683105, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9081606864929199, max_false: 0.9143015146255493, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9504050612449646, max_false: 0.902711033821106, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8661201000213623, max_false: 0.8762151002883911, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8936456441879272, max_false: 0.8713282346725464, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9308880567550659, max_false: 0.9588221311569214, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9265235662460327, max_false: 0.8931928277015686, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9297584891319275, max_false: 0.9251692891120911, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9300487637519836, max_false: 0.9308566451072693, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9014050960540771, max_false: 0.9291994571685791, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.912428617477417, max_false: 0.8935459852218628, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8965532779693604, max_false: 0.9018479585647583, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9017859101295471, max_false: 0.908092200756073, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8915538787841797, max_false: 0.8668385744094849, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.946151077747345, max_false: 0.898216962814331, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9041103720664978, max_false: 0.8937843441963196, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9073362946510315, max_false: 0.9034572839736938, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8950015902519226, max_false: 0.9229910373687744, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9213379621505737, max_false: 0.8945996761322021, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9078791737556458, max_false: 0.920352578163147, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8872167468070984, max_false: 0.8645473122596741, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9104095101356506, max_false: 0.9260067939758301, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9177713394165039, max_false: 0.9036602973937988, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8877841234207153, max_false: 0.9137250185012817, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9350486993789673, max_false: 0.8767186403274536, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9184243083000183, max_false: 0.9326103329658508, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9019960165023804, max_false: 0.8761705160140991, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9217569231987, max_false: 0.9215158224105835, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9414448738098145, max_false: 0.9022838473320007, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9109117984771729, max_false: 0.9302507042884827, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.941139817237854, max_false: 0.9046863317489624, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9027544260025024, max_false: 0.9153340458869934, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9154519438743591, max_false: 0.8930720090866089, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.896418571472168, max_false: 0.9346775412559509, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9238753914833069, max_false: 0.8608852028846741, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.9048059582710266, max_false: 0.910638153553009, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9235426783561707, max_false: 0.9159579873085022, correct: True
---------------------------------------
Summary for Split 'test_seen_obj_seen_act':
 results: {'correct': {'cat_1': 92, 'cat_2': 37}, 'incorrect': {'cat_1': 8, 'cat_2': 63}}
 accuracy: 64.50%

---------------------------------------
  test split name: test_seen_obj_unseen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9321795701980591, max_false: 0.9097559452056885, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8727461099624634, max_false: 0.9028136730194092, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9413859844207764, max_false: 0.9322165846824646, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9283372163772583, max_false: 0.8951462507247925, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9170988202095032, max_false: 0.9251705408096313, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9210237264633179, max_false: 0.89775151014328, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9520099759101868, max_false: 0.9357836842536926, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8910118341445923, max_false: 0.8619589805603027, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9168403744697571, max_false: 0.9224437475204468, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9464138746261597, max_false: 0.9070608019828796, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9166116714477539, max_false: 0.9364688992500305, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9117599129676819, max_false: 0.8744131922721863, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9262356758117676, max_false: 0.9271570444107056, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9037482142448425, max_false: 0.8793944120407104, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.936159074306488, max_false: 0.9397241473197937, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9304594993591309, max_false: 0.9019775390625, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9497559070587158, max_false: 0.9463050961494446, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9130257368087769, max_false: 0.882759153842926, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9115689396858215, max_false: 0.9312411546707153, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9156585335731506, max_false: 0.9075266718864441, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9481711387634277, max_false: 0.9447564482688904, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9142501354217529, max_false: 0.8823560476303101, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.927137017250061, max_false: 0.9498571753501892, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9125484228134155, max_false: 0.8750850558280945, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8973771929740906, max_false: 0.9123460054397583, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9018851518630981, max_false: 0.8943355083465576, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9260444641113281, max_false: 0.9431684017181396, correct: False
