experiment run details:
  dataset: hoi
  model: phi hoi lora
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6988847851753235, max_false: 0.64410001039505, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7230909466743469, max_false: 0.314113587141037, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7186411023139954, max_false: 0.8066893219947815, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.725267767906189, max_false: 0.30928802490234375, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.754219651222229, max_false: 0.4623185396194458, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6229708194732666, max_false: 0.6178571581840515, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8577603101730347, max_false: 0.6594191193580627, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5612593293190002, max_false: 0.3999122679233551, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8299695253372192, max_false: 0.7202774882316589, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7313646078109741, max_false: 0.40723657608032227, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6092050075531006, max_false: 0.7154288291931152, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.71961510181427, max_false: 0.6810221076011658, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5986944437026978, max_false: 0.3950663208961487, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5697896480560303, max_false: 0.782286524772644, correct: False
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.7686355710029602, max_false: 0.41484424471855164, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6547353267669678, max_false: 0.7405174374580383, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9153250455856323, max_false: 0.5945883393287659, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8330810070037842, max_false: 0.5025854110717773, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8502216339111328, max_false: 0.5123125910758972, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7715142369270325, max_false: 0.32770177721977234, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6891905069351196, max_false: 0.6997201442718506, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.871902346611023, max_false: 0.7014630436897278, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6969980597496033, max_false: 0.6977230906486511, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8197387456893921, max_false: 0.33830782771110535, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8035719394683838, max_false: 0.6311197876930237, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7670747637748718, max_false: 0.4756079912185669, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7643637657165527, max_false: 0.6799644827842712, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.620296061038971, max_false: 0.5028154850006104, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.877792239189148, max_false: 0.5336964726448059, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7010946869850159, max_false: 0.4027904272079468, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8554083108901978, max_false: 0.5498806238174438, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7960288524627686, max_false: 0.39793428778648376, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7630670666694641, max_false: 0.645134449005127, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7636005878448486, max_false: 0.649140477180481, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8236031532287598, max_false: 0.5956649780273438, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5399067401885986, max_false: 0.5967168807983398, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5576865673065186, max_false: 0.5818662643432617, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6816595792770386, max_false: 0.743743896484375, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9143666625022888, max_false: 0.6461924910545349, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7349910736083984, max_false: 0.616544783115387, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7617173790931702, max_false: 0.6529731750488281, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7647406458854675, max_false: 0.6707072854042053, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5645931959152222, max_false: 0.695975661277771, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7774237990379333, max_false: 0.7675729393959045, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6544045209884644, max_false: 0.6307295560836792, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7896633148193359, max_false: 0.6796268224716187, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8434200286865234, max_false: 0.6552854776382446, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5687646865844727, max_false: 0.44051554799079895, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8040666580200195, max_false: 0.7142428755760193, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8156526684761047, max_false: 0.4606850743293762, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.768898069858551, max_false: 0.667090892791748, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7578969597816467, max_false: 0.8028227090835571, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8456490635871887, max_false: 0.7374833226203918, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.775164008140564, max_false: 0.5115958452224731, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.75294429063797, max_false: 0.7631548047065735, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.723673403263092, max_false: 0.6134459376335144, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7969897985458374, max_false: 0.6693634390830994, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7367857694625854, max_false: 0.49791720509529114, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.5451610684394836, max_false: 0.7052420377731323, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8285006284713745, max_false: 0.7252412438392639, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.5085527896881104, max_false: 0.6223317384719849, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8707159161567688, max_false: 0.5166763067245483, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7762269377708435, max_false: 0.7422504425048828, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8300327658653259, max_false: 0.7696472406387329, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8053293228149414, max_false: 0.7357157468795776, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6122069358825684, max_false: 0.4708481729030609, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8571377992630005, max_false: 0.4532161056995392, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7273959517478943, max_false: 0.1950676441192627, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.3654220402240753, max_false: 0.7445916533470154, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.4925007224082947, max_false: 0.5454555153846741, correct: False
