experiment run details:
  dataset: hoi
  model: phi hoi lora
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8004836440086365, max_false: 0.7824525833129883, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8147938251495361, max_false: 0.5863562822341919, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7831025123596191, max_false: 0.8743675351142883, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8043895959854126, max_false: 0.5361365079879761, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.7725939750671387, max_false: 0.6292741298675537, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7809268236160278, max_false: 0.7342323660850525, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9081405997276306, max_false: 0.7991644144058228, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.6952853798866272, max_false: 0.5651136636734009, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8714800477027893, max_false: 0.8435725569725037, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8143314719200134, max_false: 0.6953729391098022, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7179328799247742, max_false: 0.8192898631095886, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8209190368652344, max_false: 0.7754594683647156, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.708680272102356, max_false: 0.6277952194213867, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.761954665184021, max_false: 0.8642827868461609, correct: False
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.8490206003189087, max_false: 0.6751370429992676, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8133180737495422, max_false: 0.8276371359825134, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9210901856422424, max_false: 0.7132863998413086, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8776333928108215, max_false: 0.6886035799980164, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8901093602180481, max_false: 0.7079994082450867, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8390007019042969, max_false: 0.5405838489532471, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7922869324684143, max_false: 0.7855105400085449, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.911994993686676, max_false: 0.8096383213996887, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8322349786758423, max_false: 0.7961887717247009, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8482739925384521, max_false: 0.5911980271339417, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8600221872329712, max_false: 0.7814800143241882, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8319122195243835, max_false: 0.6318289637565613, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.846696138381958, max_false: 0.8138434290885925, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8117753267288208, max_false: 0.7128214836120605, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8984581828117371, max_false: 0.6985813975334167, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7783844470977783, max_false: 0.6813498139381409, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8880922198295593, max_false: 0.7071740627288818, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8644251227378845, max_false: 0.6364755630493164, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8526946902275085, max_false: 0.8109357953071594, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8260574340820312, max_false: 0.8035550117492676, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8834959268569946, max_false: 0.7493250370025635, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.773019552230835, max_false: 0.7698753476142883, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7587398886680603, max_false: 0.7492297291755676, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8313480019569397, max_false: 0.8482254147529602, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9201080203056335, max_false: 0.7535663843154907, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8472945690155029, max_false: 0.7583759427070618, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8236265182495117, max_false: 0.7790114879608154, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8368370532989502, max_false: 0.7852829694747925, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7391728162765503, max_false: 0.7977483868598938, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8595120310783386, max_false: 0.8616273999214172, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8063890337944031, max_false: 0.7841697335243225, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.876850962638855, max_false: 0.7773811221122742, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8817054033279419, max_false: 0.7695897817611694, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7269418239593506, max_false: 0.6741160154342651, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8823174238204956, max_false: 0.7920387983322144, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8994104862213135, max_false: 0.7137413024902344, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8445684909820557, max_false: 0.7751609086990356, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8061652779579163, max_false: 0.8609868884086609, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.9236652851104736, max_false: 0.805655837059021, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8348985910415649, max_false: 0.7066484689712524, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8282865881919861, max_false: 0.8646196722984314, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.7710191011428833, max_false: 0.6712095737457275, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8454596400260925, max_false: 0.7651718258857727, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.8098081350326538, max_false: 0.658053457736969, correct: True
