experiment run details:
  dataset: openworld
  path: /gpfs/mariana/home/envomp/bongard/
  similarity location: final
  prompt structure: batched

---------------------------------------
  test split name: test
---------------------------------------

in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8910455107688904, max_false: 0.8350375294685364, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8236280083656311, max_false: 0.7828097343444824, correct: True
in: torch.Size([24, 8192]), out: torch.Size([8192]), max_true: 0.8580043315887451, max_false: 0.8301482200622559, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.6844971776008606, max_false: 0.6270269155502319, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7567345499992371, max_false: 0.8343051075935364, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.9331440925598145, max_false: 0.9180547595024109, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9054276943206787, max_false: 0.8592181205749512, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8443450331687927, max_false: 0.8461795449256897, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9041194319725037, max_false: 0.8489204049110413, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8560073971748352, max_false: 0.8423958420753479, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8472931981086731, max_false: 0.8336356282234192, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8294379115104675, max_false: 0.8282869458198547, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.9162148237228394, max_false: 0.8720000982284546, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7841536402702332, max_false: 0.8224255442619324, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7038316130638123, max_false: 0.8574078679084778, correct: False
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.7132803797721863, max_false: 0.8895675539970398, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.950380265712738, max_false: 0.9181933999061584, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6583390235900879, max_false: 0.9050065279006958, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.9240992069244385, max_false: 0.8612518906593323, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8065821528434753, max_false: 0.8070878386497498, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8154347538948059, max_false: 0.8847209811210632, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7024343609809875, max_false: 0.6956402659416199, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.9391171336174011, max_false: 0.84233558177948, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8598454594612122, max_false: 0.750912606716156, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9326397180557251, max_false: 0.8969692587852478, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.6079914569854736, max_false: 0.712172269821167, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.9422355890274048, max_false: 0.932338535785675, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.9234195947647095, max_false: 0.8880289793014526, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.9097103476524353, max_false: 0.8743380308151245, correct: True
in: torch.Size([56, 8192]), out: torch.Size([8192]), max_true: 0.8217552304267883, max_false: 0.8077301383018494, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.845587968826294, max_false: 0.8635647892951965, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7542465925216675, max_false: 0.8636186718940735, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8399216532707214, max_false: 0.6608290076255798, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8229948282241821, max_false: 0.6874002814292908, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7981982827186584, max_false: 0.6787766814231873, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.799170970916748, max_false: 0.734721839427948, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.5472665429115295, max_false: 0.5510017275810242, correct: False
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8407161235809326, max_false: 0.8480244874954224, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7864251732826233, max_false: 0.7020230293273926, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9082931280136108, max_false: 0.8806643486022949, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8662451505661011, max_false: 0.4494245648384094, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8510092496871948, max_false: 0.7068981528282166, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9231188297271729, max_false: 0.9079325199127197, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.841471254825592, max_false: 0.7989111542701721, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.90251225233078, max_false: 0.9117454886436462, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8536336421966553, max_false: 0.8370453119277954, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7525312900543213, max_false: 0.5758524537086487, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8158947229385376, max_false: 0.7218044996261597, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9072930812835693, max_false: 0.6254149675369263, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7901109457015991, max_false: 0.7795276045799255, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.5597692728042603, max_false: 0.48492497205734253, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8648340106010437, max_false: 0.8060858249664307, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8717913031578064, max_false: 0.8220741152763367, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.7299847602844238, max_false: 0.8039836883544922, correct: False
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8695672750473022, max_false: 0.7419070601463318, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8945204019546509, max_false: 0.8530115485191345, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.9101641774177551, max_false: 0.7780138850212097, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.837602972984314, max_false: 0.8442389369010925, correct: False
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8818917274475098, max_false: 0.7774836421012878, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9072425961494446, max_false: 0.8077850341796875, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8769778609275818, max_false: 0.8152826428413391, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8601864576339722, max_false: 0.853863537311554, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.862438976764679, max_false: 0.8979877233505249, correct: False
in: torch.Size([56, 8192]), out: torch.Size([8192]), max_true: 0.8556283116340637, max_false: 0.8716673851013184, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9290957450866699, max_false: 0.6649602651596069, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.829743504524231, max_false: 0.5656006932258606, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8683316111564636, max_false: 0.8282590508460999, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.742195188999176, max_false: 0.8861150741577148, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.875546395778656, max_false: 0.8893858790397644, correct: False
in: torch.Size([56, 8192]), out: torch.Size([8192]), max_true: 0.822799563407898, max_false: 0.8235714435577393, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7747559547424316, max_false: 0.7674680948257446, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9054361581802368, max_false: 0.8482123017311096, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8798153400421143, max_false: 0.5202733874320984, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8805925250053406, max_false: 0.6885539889335632, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8482682704925537, max_false: 0.8879590630531311, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8291022181510925, max_false: 0.909844160079956, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8607316017150879, max_false: 0.8274164795875549, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8699958920478821, max_false: 0.8498867154121399, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.91558837890625, max_false: 0.8406785130500793, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8672033548355103, max_false: 0.7971476912498474, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8227816820144653, max_false: 0.8321130871772766, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8179108500480652, max_false: 0.8324040770530701, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8746278882026672, max_false: 0.9005913734436035, correct: False
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.6887955069541931, max_false: 0.6759055852890015, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8901742100715637, max_false: 0.6857031583786011, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7841886878013611, max_false: 0.7671144008636475, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8776530027389526, max_false: 0.849149763584137, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8286367654800415, max_false: 0.8065372705459595, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7274615168571472, max_false: 0.7137248516082764, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8577809929847717, max_false: 0.8341014385223389, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8339366912841797, max_false: 0.7691076993942261, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6020359396934509, max_false: 0.7008295059204102, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8537845611572266, max_false: 0.8550667762756348, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8377439975738525, max_false: 0.8573840856552124, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.9374842643737793, max_false: 0.9311238527297974, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8669171929359436, max_false: 0.9016442894935608, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8649751543998718, max_false: 0.7967647314071655, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8714969158172607, max_false: 0.8848257064819336, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8477960228919983, max_false: 0.8895054459571838, correct: False
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.767808198928833, max_false: 0.8326074481010437, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7450594305992126, max_false: 0.6371748447418213, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8817557692527771, max_false: 0.8128613829612732, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8687984943389893, max_false: 0.7766890525817871, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8460949659347534, max_false: 0.7410359978675842, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8697607517242432, max_false: 0.9019818305969238, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6592556834220886, max_false: 0.8222082853317261, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9386177659034729, max_false: 0.846968412399292, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8232482671737671, max_false: 0.8380686044692993, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8929848074913025, max_false: 0.8067761659622192, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7702828645706177, max_false: 0.7398976683616638, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.932330310344696, max_false: 0.8150906562805176, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.17321117222309113, max_false: 0.5699511170387268, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7960295081138611, max_false: 0.9199350476264954, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7956022024154663, max_false: 0.8569177389144897, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9056911468505859, max_false: 0.8068702220916748, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8437297940254211, max_false: 0.7585947513580322, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7975176572799683, max_false: 0.6601477265357971, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.5831497311592102, max_false: 0.5744454860687256, correct: True
in: torch.Size([56, 8192]), out: torch.Size([8192]), max_true: 0.9405707716941833, max_false: 0.8219377994537354, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8585337996482849, max_false: 0.7286994457244873, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7952526807785034, max_false: 0.7867196798324585, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8206285238265991, max_false: 0.8479698896408081, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8775949478149414, max_false: 0.8353995680809021, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8566428422927856, max_false: 0.7840270400047302, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9326699376106262, max_false: 0.8365911245346069, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.806111216545105, max_false: 0.7246387600898743, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8694284558296204, max_false: 0.7640100717544556, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.7051216959953308, max_false: 0.8870729804039001, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9235567450523376, max_false: 0.9181538820266724, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.6770772933959961, max_false: 0.6697800755500793, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.9313910603523254, max_false: 0.9141673445701599, correct: True
in: torch.Size([56, 8192]), out: torch.Size([8192]), max_true: 0.7480229139328003, max_false: 0.7862015962600708, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.9219236373901367, max_false: 0.8802236318588257, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8939314484596252, max_false: 0.8900486826896667, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8860447406768799, max_false: 0.8434426188468933, correct: True
in: torch.Size([56, 8192]), out: torch.Size([8192]), max_true: 0.7816097736358643, max_false: 0.6876983642578125, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8448337316513062, max_false: 0.8225575685501099, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8907558917999268, max_false: 0.8463515639305115, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.9117782115936279, max_false: 0.7476673722267151, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8052685260772705, max_false: 0.79550701379776, correct: True
in: torch.Size([56, 8192]), out: torch.Size([8192]), max_true: 0.9393267631530762, max_false: 0.6709571480751038, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.562113344669342, max_false: 0.8827307820320129, correct: False
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.9154899716377258, max_false: 0.8902573585510254, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.87749844789505, max_false: 0.8239708542823792, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7406778931617737, max_false: 0.7747915387153625, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8733481764793396, max_false: 0.9068639278411865, correct: False
in: torch.Size([56, 8192]), out: torch.Size([8192]), max_true: 0.802598237991333, max_false: 0.8685836791992188, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8805680274963379, max_false: 0.8866062164306641, correct: False
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8191164135932922, max_false: 0.8340246081352234, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8858163356781006, max_false: 0.770432710647583, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9411101937294006, max_false: 0.9362642765045166, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.857853353023529, max_false: 0.8534262776374817, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8964558243751526, max_false: 0.8066023588180542, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.7967292666435242, max_false: 0.7109425663948059, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.7148644924163818, max_false: 0.8285191059112549, correct: False
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8510856628417969, max_false: 0.8369412422180176, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9185519814491272, max_false: 0.8797304630279541, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8738479018211365, max_false: 0.8372588157653809, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8299768567085266, max_false: 0.7045649886131287, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.789082944393158, max_false: 0.7026807069778442, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8747705221176147, max_false: 0.8393815755844116, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8701555728912354, max_false: 0.8512725830078125, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8870524168014526, max_false: 0.875985860824585, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8558036088943481, max_false: 0.8421450853347778, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8647578954696655, max_false: 0.7207306623458862, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.6175832152366638, max_false: 0.6109918355941772, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8722657561302185, max_false: 0.722977876663208, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.7579200267791748, max_false: 0.9038129448890686, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9251465201377869, max_false: 0.8795462250709534, correct: True
in: torch.Size([56, 8192]), out: torch.Size([8192]), max_true: 0.7640664577484131, max_false: 0.9338187575340271, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.768710196018219, max_false: 0.7266403436660767, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.7422977089881897, max_false: 0.7839207053184509, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8362892270088196, max_false: 0.7090225219726562, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.6883851885795593, max_false: 0.5784478783607483, correct: True
in: torch.Size([56, 8192]), out: torch.Size([8192]), max_true: 0.9251552820205688, max_false: 0.8959107398986816, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8618708252906799, max_false: 0.8496673703193665, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.9101507663726807, max_false: 0.7180880904197693, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8045970797538757, max_false: 0.7220207452774048, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8252154588699341, max_false: 0.8524371385574341, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8987423777580261, max_false: 0.9014782905578613, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6736166477203369, max_false: 0.6583381295204163, correct: True
