experiment run details:
  dataset: openworld
  path: /gpfs/mariana/home/envomp/bongard/
  similarity location: final
  prompt structure: batched

---------------------------------------
  test split name: test
---------------------------------------

in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8841736316680908, max_false: 0.8465867638587952, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9069639444351196, max_false: 0.8797605633735657, correct: True
in: torch.Size([2817, 5120]), out: torch.Size([5120]), max_true: 0.9143438339233398, max_false: 0.9215469360351562, correct: False
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8060054779052734, max_false: 0.7517021894454956, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9174229502677917, max_false: 0.9107953310012817, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9263423085212708, max_false: 0.91569584608078, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9486598372459412, max_false: 0.9427117705345154, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.898078978061676, max_false: 0.9041640162467957, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.932897686958313, max_false: 0.9212595820426941, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8158286213874817, max_false: 0.8257169723510742, correct: False
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9168190956115723, max_false: 0.872953474521637, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.878950834274292, max_false: 0.8995707035064697, correct: False
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9402838349342346, max_false: 0.902104914188385, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9139739274978638, max_false: 0.8561496734619141, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9672954082489014, max_false: 0.9047949314117432, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8661717176437378, max_false: 0.8264376521110535, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.955372154712677, max_false: 0.9091591238975525, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9135099649429321, max_false: 0.8859007358551025, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9584073424339294, max_false: 0.9268298745155334, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9270457029342651, max_false: 0.9236374497413635, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9289777278900146, max_false: 0.9176079034805298, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.8874502182006836, max_false: 0.9060256481170654, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9427729845046997, max_false: 0.907209575176239, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8820940256118774, max_false: 0.8808752298355103, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9190015196800232, max_false: 0.9022419452667236, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.6892154216766357, max_false: 0.6790833473205566, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9690530896186829, max_false: 0.9404297471046448, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8285218477249146, max_false: 0.8118798732757568, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.951323390007019, max_false: 0.9357249140739441, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.899887204170227, max_false: 0.8966341018676758, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8440596461296082, max_false: 0.8001081943511963, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9016200304031372, max_false: 0.8912748098373413, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9525256752967834, max_false: 0.8797509670257568, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8584918975830078, max_false: 0.8407764434814453, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8898822069168091, max_false: 0.7431929707527161, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8417053818702698, max_false: 0.7850625514984131, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9015694856643677, max_false: 0.896848201751709, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8838810324668884, max_false: 0.8437722325325012, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9620233178138733, max_false: 0.9458034038543701, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9548630714416504, max_false: 0.9419915676116943, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.895517885684967, max_false: 0.8152576684951782, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.7840414643287659, max_false: 0.7535642385482788, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9506492018699646, max_false: 0.9444624185562134, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.7927879691123962, max_false: 0.860425591468811, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9554346203804016, max_false: 0.9240429401397705, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9358072280883789, max_false: 0.9130889773368835, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.927406370639801, max_false: 0.8947705030441284, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9210008978843689, max_false: 0.914154052734375, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9296398758888245, max_false: 0.8935801982879639, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8980363011360168, max_false: 0.9003152847290039, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9510238766670227, max_false: 0.8938955664634705, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.8835713863372803, max_false: 0.8538280725479126, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9409713745117188, max_false: 0.8724363446235657, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8850720524787903, max_false: 0.8619132041931152, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.9060145616531372, max_false: 0.7939368486404419, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9159824848175049, max_false: 0.8369907140731812, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.915619969367981, max_false: 0.9213370084762573, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9304609298706055, max_false: 0.9244329333305359, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8579928874969482, max_false: 0.8052814602851868, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9293004274368286, max_false: 0.9030803442001343, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8678821921348572, max_false: 0.838265061378479, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8811237215995789, max_false: 0.8648257255554199, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9461562037467957, max_false: 0.9273053407669067, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.8631751537322998, max_false: 0.8716572523117065, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9280149936676025, max_false: 0.9309874176979065, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9212174415588379, max_false: 0.9138805866241455, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.927820086479187, max_false: 0.9050509333610535, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9258269667625427, max_false: 0.9306893348693848, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9533016085624695, max_false: 0.9399810433387756, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8659332990646362, max_false: 0.8334831595420837, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9066002368927002, max_false: 0.8935379981994629, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9471592307090759, max_false: 0.9358254075050354, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9445807933807373, max_false: 0.8962640166282654, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9426807165145874, max_false: 0.9047777652740479, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9381736516952515, max_false: 0.9488720297813416, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9352492690086365, max_false: 0.9487022161483765, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9510385990142822, max_false: 0.9443498253822327, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8858286142349243, max_false: 0.8887640237808228, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9517486095428467, max_false: 0.8608567714691162, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8926486372947693, max_false: 0.8443179726600647, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8699145913124084, max_false: 0.8223908543586731, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.8956538438796997, max_false: 0.8911522626876831, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9285658001899719, max_false: 0.9087197184562683, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.856594979763031, max_false: 0.8901273012161255, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9269981980323792, max_false: 0.8989452719688416, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8180668354034424, max_false: 0.785086452960968, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9498271346092224, max_false: 0.8862922191619873, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9263338446617126, max_false: 0.9038787484169006, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9544100165367126, max_false: 0.9342114329338074, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.92563396692276, max_false: 0.9135491251945496, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8752797842025757, max_false: 0.8637410402297974, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.6006426811218262, max_false: 0.6942554712295532, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9571053981781006, max_false: 0.8784192800521851, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9237959980964661, max_false: 0.8691943883895874, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9349491000175476, max_false: 0.9371324777603149, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9316350221633911, max_false: 0.9009981155395508, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.927670955657959, max_false: 0.9318145513534546, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9389388561248779, max_false: 0.9176343083381653, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9456535577774048, max_false: 0.9424223303794861, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.902435839176178, max_false: 0.9107579588890076, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9396618604660034, max_false: 0.9194625020027161, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8817595839500427, max_false: 0.8475161790847778, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9647212624549866, max_false: 0.7579134106636047, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8730198740959167, max_false: 0.6495656371116638, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9089738130569458, max_false: 0.9201998114585876, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.915134847164154, max_false: 0.9236837029457092, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9561585187911987, max_false: 0.9015252590179443, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8815476298332214, max_false: 0.8793243765830994, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9232357144355774, max_false: 0.9299171566963196, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9293605089187622, max_false: 0.9102462530136108, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9653005003929138, max_false: 0.9379913806915283, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8665915131568909, max_false: 0.8614066243171692, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.94947749376297, max_false: 0.9387702345848083, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9229351878166199, max_false: 0.9165644645690918, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.93482905626297, max_false: 0.9036898016929626, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.935807466506958, max_false: 0.8908436298370361, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9374520778656006, max_false: 0.8879830241203308, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9247168898582458, max_false: 0.9074939489364624, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9508450031280518, max_false: 0.9449335932731628, correct: True
