experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  similarity location: final
  prompt structure: batched

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9514310359954834, max_false: 0.9209904670715332, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9478490948677063, max_false: 0.9209102988243103, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9322764277458191, max_false: 0.9146720767021179, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9488189220428467, max_false: 0.9007142782211304, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9482895135879517, max_false: 0.9227177500724792, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.933951199054718, max_false: 0.9313106536865234, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8905766606330872, max_false: 0.8661359548568726, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9198999404907227, max_false: 0.8999349474906921, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9341561198234558, max_false: 0.908144474029541, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9507299661636353, max_false: 0.9313322901725769, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9303344488143921, max_false: 0.9107908606529236, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9323375821113586, max_false: 0.9415881633758545, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.938717246055603, max_false: 0.9232568740844727, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9427171349525452, max_false: 0.9431324601173401, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8906456828117371, max_false: 0.8650047183036804, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9629185795783997, max_false: 0.93553626537323, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9373478889465332, max_false: 0.927076518535614, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9574225544929504, max_false: 0.9617747068405151, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9013944268226624, max_false: 0.9153769016265869, correct: False
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9350464344024658, max_false: 0.9204084277153015, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9447406530380249, max_false: 0.9387620687484741, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9271883964538574, max_false: 0.9268185496330261, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9049980044364929, max_false: 0.9394349455833435, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9630140662193298, max_false: 0.9437352418899536, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8877578973770142, max_false: 0.8634429574012756, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9242962598800659, max_false: 0.9120930433273315, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9507442712783813, max_false: 0.9528235793113708, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.954235315322876, max_false: 0.9434105753898621, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9452781677246094, max_false: 0.9533365368843079, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9302384853363037, max_false: 0.9193772673606873, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.955034613609314, max_false: 0.9554920196533203, correct: False
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.9097577333450317, max_false: 0.8934502005577087, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8631079196929932, max_false: 0.8987245559692383, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9617456197738647, max_false: 0.9370203018188477, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9111762642860413, max_false: 0.8993092775344849, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9034090042114258, max_false: 0.9042707085609436, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.930297315120697, max_false: 0.9435686469078064, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9623293876647949, max_false: 0.9385173320770264, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9269959330558777, max_false: 0.9048582911491394, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9597170352935791, max_false: 0.9524540901184082, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9072840213775635, max_false: 0.8864131569862366, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9267218708992004, max_false: 0.9256908893585205, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8793593049049377, max_false: 0.8530811071395874, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9448423385620117, max_false: 0.9374665021896362, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9507660865783691, max_false: 0.9519957304000854, correct: False
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8737953305244446, max_false: 0.9100154042243958, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9709530472755432, max_false: 0.9029521942138672, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.962637186050415, max_false: 0.9468300342559814, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9565698504447937, max_false: 0.9467161893844604, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9313127398490906, max_false: 0.9279361367225647, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9325941801071167, max_false: 0.9338007569313049, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.937427818775177, max_false: 0.9430078268051147, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9083715677261353, max_false: 0.9006733298301697, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.948767364025116, max_false: 0.9383934736251831, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8657241463661194, max_false: 0.8969059586524963, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9272574782371521, max_false: 0.8906670212745667, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9427028298377991, max_false: 0.9538174867630005, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9135639667510986, max_false: 0.892718493938446, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9413803815841675, max_false: 0.9430639743804932, correct: False
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8882595300674438, max_false: 0.8599852323532104, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9306945204734802, max_false: 0.9199104309082031, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9487431645393372, max_false: 0.9518276453018188, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9505659937858582, max_false: 0.9469606280326843, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8329753875732422, max_false: 0.8141303658485413, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9279578924179077, max_false: 0.9315752387046814, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9440585374832153, max_false: 0.9079229235649109, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9578174948692322, max_false: 0.9314244985580444, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.934637725353241, max_false: 0.9198914170265198, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9207523465156555, max_false: 0.9330845475196838, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9160186648368835, max_false: 0.9294688701629639, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9080609679222107, max_false: 0.8841691613197327, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9541091918945312, max_false: 0.9397022128105164, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9063119888305664, max_false: 0.8915406465530396, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9187632203102112, max_false: 0.9230017066001892, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9221721291542053, max_false: 0.9230669736862183, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9446232914924622, max_false: 0.9209308624267578, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.93166583776474, max_false: 0.9384464025497437, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9528743624687195, max_false: 0.9449974298477173, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.95045006275177, max_false: 0.9373132586479187, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9267991781234741, max_false: 0.8816670775413513, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9486450552940369, max_false: 0.9255082607269287, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9339941143989563, max_false: 0.9328392744064331, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9163150787353516, max_false: 0.9247274398803711, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9531159996986389, max_false: 0.8890358209609985, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9174168705940247, max_false: 0.934321939945221, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8963397741317749, max_false: 0.9117384552955627, correct: False
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8896045684814453, max_false: 0.8666825294494629, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9314079880714417, max_false: 0.9310383200645447, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.928131103515625, max_false: 0.9034025073051453, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9164563417434692, max_false: 0.9200461506843567, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.913534939289093, max_false: 0.9242112040519714, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9349334239959717, max_false: 0.9435969591140747, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.895148515701294, max_false: 0.8805429935455322, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9404330253601074, max_false: 0.9420986175537109, correct: False
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8728544116020203, max_false: 0.8584557175636292, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9263715147972107, max_false: 0.95191490650177, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9124962091445923, max_false: 0.9486954212188721, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9233985543251038, max_false: 0.9261656999588013, correct: False
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9079196453094482, max_false: 0.9193927049636841, correct: False
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.874595582485199, max_false: 0.8572057485580444, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8868709206581116, max_false: 0.8965186476707458, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9173887968063354, max_false: 0.9244226813316345, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9259333610534668, max_false: 0.8894413113594055, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9454169273376465, max_false: 0.9447868466377258, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9126701354980469, max_false: 0.9147859811782837, correct: False
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9304770827293396, max_false: 0.917992115020752, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9581406116485596, max_false: 0.9382168650627136, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9043565988540649, max_false: 0.9180468320846558, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9186971783638, max_false: 0.9051138758659363, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9267638325691223, max_false: 0.9508151412010193, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9410415887832642, max_false: 0.9146153926849365, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9335952997207642, max_false: 0.9123373031616211, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8967899084091187, max_false: 0.9184200763702393, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9084535837173462, max_false: 0.883139431476593, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9430114030838013, max_false: 0.9235226511955261, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9332295060157776, max_false: 0.9023974537849426, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8923301696777344, max_false: 0.9205840826034546, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.923980176448822, max_false: 0.9370535612106323, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9070362448692322, max_false: 0.912013053894043, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8952730298042297, max_false: 0.880826473236084, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9117960333824158, max_false: 0.8862842917442322, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9390910267829895, max_false: 0.941774845123291, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9556980729103088, max_false: 0.9420502185821533, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9438537359237671, max_false: 0.9529643058776855, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9142860770225525, max_false: 0.895453155040741, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9498822689056396, max_false: 0.8905571103096008, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8828399181365967, max_false: 0.9124114513397217, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9355772733688354, max_false: 0.9273816347122192, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9104586243629456, max_false: 0.9168393015861511, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9368466734886169, max_false: 0.9515140056610107, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.951004683971405, max_false: 0.9351480007171631, correct: True
in: torch.Size([2817, 5120]), out: torch.Size([5120]), max_true: 0.8963457942008972, max_false: 0.9411910772323608, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9500112533569336, max_false: 0.9030120372772217, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8400146961212158, max_false: 0.8386487364768982, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9263390898704529, max_false: 0.92498379945755, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9323601126670837, max_false: 0.9247875809669495, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9405982494354248, max_false: 0.9473028182983398, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.944277822971344, max_false: 0.9386800527572632, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.892530083656311, max_false: 0.8546388745307922, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9264686107635498, max_false: 0.9224696159362793, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8809952735900879, max_false: 0.8607341647148132, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9294030666351318, max_false: 0.9267289042472839, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.935810387134552, max_false: 0.9414074420928955, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9584174156188965, max_false: 0.9469265341758728, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.943683922290802, max_false: 0.955299973487854, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9049765467643738, max_false: 0.9123790264129639, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9288504123687744, max_false: 0.9324814677238464, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.8897988796234131, max_false: 0.8886433243751526, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9011693596839905, max_false: 0.8877493739128113, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8559280633926392, max_false: 0.8451920747756958, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9387507438659668, max_false: 0.9342692494392395, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9145467281341553, max_false: 0.9002407789230347, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8765017986297607, max_false: 0.8729041218757629, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9535543322563171, max_false: 0.9582834243774414, correct: False
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9367260336875916, max_false: 0.9191225171089172, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9278661012649536, max_false: 0.9153441190719604, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8778347373008728, max_false: 0.8905150294303894, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9144247770309448, max_false: 0.9273452758789062, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.945243239402771, max_false: 0.9318515658378601, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9461579322814941, max_false: 0.9308921098709106, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8523871898651123, max_false: 0.8507394194602966, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8882282376289368, max_false: 0.868603527545929, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9352995753288269, max_false: 0.9305678606033325, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9443037509918213, max_false: 0.9243265986442566, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9258584976196289, max_false: 0.9451212882995605, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9380353689193726, max_false: 0.93997722864151, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9204893708229065, max_false: 0.927437961101532, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9594188332557678, max_false: 0.9512956142425537, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9333036541938782, max_false: 0.9147158861160278, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9488046765327454, max_false: 0.9468887448310852, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9470751881599426, max_false: 0.9415880441665649, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.8922425508499146, max_false: 0.9087784886360168, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9327234625816345, max_false: 0.8995347023010254, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9293620586395264, max_false: 0.9342226386070251, correct: False
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8929504156112671, max_false: 0.8917772173881531, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9519561529159546, max_false: 0.9447280168533325, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9480165839195251, max_false: 0.932449996471405, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8351527452468872, max_false: 0.8644812107086182, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9392044544219971, max_false: 0.9274420142173767, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8880274295806885, max_false: 0.8887026309967041, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.939045786857605, max_false: 0.9332242608070374, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9112855195999146, max_false: 0.927442193031311, correct: False
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9027097821235657, max_false: 0.8964391946792603, correct: True
in: torch.Size([1025, 5120]), out: torch.Size([5120]), max_true: 0.9280335307121277, max_false: 0.9273739457130432, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.940055251121521, max_false: 0.9298241138458252, correct: True
---------------------------------------
Summary for Split 'test_seen_obj_seen_act':
 results: {'correct': {'cat_1': 64, 'cat_2': 67}, 'incorrect': {'cat_1': 36, 'cat_2': 33}}
 accuracy: 65.50%

---------------------------------------
  test split name: test_seen_obj_unseen_act
---------------------------------------

in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9492865800857544, max_false: 0.9182137250900269, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.8917927742004395, max_false: 0.9125202298164368, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9619800448417664, max_false: 0.9513626098632812, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.931854784488678, max_false: 0.8982639312744141, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9296160936355591, max_false: 0.928551197052002, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9249762296676636, max_false: 0.898411750793457, correct: True
in: torch.Size([257, 5120]), out: torch.Size([5120]), max_true: 0.8856393694877625, max_false: 0.8263914585113525, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9285151362419128, max_false: 0.9045768976211548, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9202596545219421, max_false: 0.9100869297981262, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9425064921379089, max_false: 0.932571291923523, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.95551598072052, max_false: 0.9343312382698059, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9497198462486267, max_false: 0.8985541462898254, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9300653338432312, max_false: 0.9314016699790955, correct: False
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9012471437454224, max_false: 0.8926552534103394, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.943690299987793, max_false: 0.939845621585846, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9194040298461914, max_false: 0.8871960639953613, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9371219277381897, max_false: 0.9335700869560242, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9017021059989929, max_false: 0.891305148601532, correct: True
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9181538224220276, max_false: 0.9213849902153015, correct: False
in: torch.Size([3329, 5120]), out: torch.Size([5120]), max_true: 0.9329525232315063, max_false: 0.9290996193885803, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9685365557670593, max_false: 0.9490549564361572, correct: True
in: torch.Size([1793, 5120]), out: torch.Size([5120]), max_true: 0.9077988266944885, max_false: 0.9009678959846497, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.9510178565979004, max_false: 0.9343527555465698, correct: True
in: torch.Size([769, 5120]), out: torch.Size([5120]), max_true: 0.8702617287635803, max_false: 0.8562571406364441, correct: True
