experiment run details:
  dataset: openworld
  path: /gpfs/mariana/home/envomp/bongard/
  similarity location: final
  prompt structure: interleaved

---------------------------------------
  test split name: test
---------------------------------------

in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9593651294708252, max_false: 0.9475145936012268, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9628050327301025, max_false: 0.949816107749939, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9431456923484802, max_false: 0.9424287676811218, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9876018762588501, max_false: 0.9830232262611389, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9113504886627197, max_false: 0.9431264400482178, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9840139746665955, max_false: 0.9731740951538086, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9779035449028015, max_false: 0.9659720659255981, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9514557719230652, max_false: 0.9731401801109314, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9843718409538269, max_false: 0.9707215428352356, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.974144458770752, max_false: 0.9758371710777283, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9621485471725464, max_false: 0.9492999315261841, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9779301881790161, max_false: 0.976181149482727, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.954393744468689, max_false: 0.9526294469833374, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9780329465866089, max_false: 0.969174325466156, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9584130644798279, max_false: 0.9505001306533813, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9646179676055908, max_false: 0.9334715604782104, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9760938882827759, max_false: 0.9500551819801331, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9696937799453735, max_false: 0.9761247634887695, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9714121222496033, max_false: 0.9584684371948242, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9377011656761169, max_false: 0.956685483455658, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.983372151851654, max_false: 0.9530208706855774, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9547827839851379, max_false: 0.9276983141899109, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9447000622749329, max_false: 0.9466142058372498, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9772446155548096, max_false: 0.9785492420196533, correct: False
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9804335832595825, max_false: 0.9746494889259338, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9721485376358032, max_false: 0.9776849150657654, correct: False
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9835516810417175, max_false: 0.9697441458702087, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.986873209476471, max_false: 0.9803117513656616, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9808648824691772, max_false: 0.975387454032898, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9813227653503418, max_false: 0.978382408618927, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9473219513893127, max_false: 0.9330334663391113, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9752177596092224, max_false: 0.9693880677223206, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9885375499725342, max_false: 0.9745559692382812, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9724889993667603, max_false: 0.9860289096832275, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9738640189170837, max_false: 0.9317535161972046, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9835522174835205, max_false: 0.9902644753456116, correct: False
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9875264763832092, max_false: 0.9815940260887146, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9756994247436523, max_false: 0.9910539388656616, correct: False
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.966367244720459, max_false: 0.9496436715126038, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9707522988319397, max_false: 0.9322773814201355, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9604604840278625, max_false: 0.9181409478187561, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9583864808082581, max_false: 0.9463635683059692, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.976463258266449, max_false: 0.9648740291595459, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9887704849243164, max_false: 0.9901859760284424, correct: False
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9744049310684204, max_false: 0.9738025665283203, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.976100742816925, max_false: 0.9552988409996033, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.8558910489082336, max_false: 0.8130602240562439, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9790531396865845, max_false: 0.9700444340705872, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9864493012428284, max_false: 0.9692894220352173, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9825091361999512, max_false: 0.9847816228866577, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.980522632598877, max_false: 0.9428983330726624, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9607933759689331, max_false: 0.9382645487785339, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9123733043670654, max_false: 0.9406082630157471, correct: False
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9702698588371277, max_false: 0.9572720527648926, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9769124388694763, max_false: 0.9329849481582642, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.972392201423645, max_false: 0.9852441549301147, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9896113276481628, max_false: 0.959367036819458, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9812242984771729, max_false: 0.9857733249664307, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.969894289970398, max_false: 0.9402347207069397, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9835754036903381, max_false: 0.9871866703033447, correct: False
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9671961069107056, max_false: 0.9640886783599854, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9784265756607056, max_false: 0.9799368977546692, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9635395407676697, max_false: 0.9445527791976929, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9874844551086426, max_false: 0.8377401828765869, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9364465475082397, max_false: 0.7562842965126038, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9765003323554993, max_false: 0.9843342900276184, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9727997779846191, max_false: 0.965738832950592, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9801508784294128, max_false: 0.9736774563789368, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9669100642204285, max_false: 0.9579021334648132, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9775152206420898, max_false: 0.9719211459159851, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9837031960487366, max_false: 0.9724476337432861, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9862394332885742, max_false: 0.9846213459968567, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.939312219619751, max_false: 0.9404472708702087, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9833871722221375, max_false: 0.9845564365386963, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9811896085739136, max_false: 0.9736821055412292, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9806108474731445, max_false: 0.9734528660774231, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9755830764770508, max_false: 0.9597488045692444, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9664721488952637, max_false: 0.9634360671043396, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9889270067214966, max_false: 0.9713271856307983, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.986670732498169, max_false: 0.9833076000213623, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9848259687423706, max_false: 0.9679850339889526, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9817737936973572, max_false: 0.9744187593460083, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9722442626953125, max_false: 0.9504961967468262, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9797825217247009, max_false: 0.9371082186698914, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.972758412361145, max_false: 0.887484073638916, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9651819467544556, max_false: 0.9672664999961853, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9757932424545288, max_false: 0.9416082501411438, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9782513380050659, max_false: 0.9741994738578796, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9498059749603271, max_false: 0.9381209015846252, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9819682836532593, max_false: 0.98738694190979, correct: False
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9738792181015015, max_false: 0.9689673781394958, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9568169116973877, max_false: 0.9834890365600586, correct: False
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9683062434196472, max_false: 0.9638271927833557, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9647716283798218, max_false: 0.9647578597068787, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9244782328605652, max_false: 0.880618691444397, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9791480302810669, max_false: 0.9527878761291504, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9756648540496826, max_false: 0.9731049537658691, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9697539210319519, max_false: 0.9447252750396729, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9656919240951538, max_false: 0.937691867351532, correct: True
in: torch.Size([2815, 8192]), out: torch.Size([8192]), max_true: 0.9728339910507202, max_false: 0.9820069074630737, correct: False
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9666187763214111, max_false: 0.9515492916107178, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9850795269012451, max_false: 0.9812289476394653, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9668535590171814, max_false: 0.9640923738479614, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9736667275428772, max_false: 0.9744783043861389, correct: False
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9755317568778992, max_false: 0.9465945363044739, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.979247510433197, max_false: 0.9765322208404541, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9740253686904907, max_false: 0.9657747745513916, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9750107526779175, max_false: 0.9821203947067261, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9675193428993225, max_false: 0.9584925174713135, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.8926200270652771, max_false: 0.9580488204956055, correct: False
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9825767278671265, max_false: 0.9341861009597778, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9860799312591553, max_false: 0.9859726428985596, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9737153053283691, max_false: 0.9692885875701904, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9790668487548828, max_false: 0.9878157377243042, correct: False
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9296063780784607, max_false: 0.9198559522628784, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9522366523742676, max_false: 0.9708247184753418, correct: False
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9857669472694397, max_false: 0.9769923090934753, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9756577610969543, max_false: 0.9786769151687622, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.983144998550415, max_false: 0.9589967131614685, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9704592823982239, max_false: 0.9645639657974243, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9592958688735962, max_false: 0.9340962767601013, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9433701038360596, max_false: 0.9541792273521423, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9535009860992432, max_false: 0.9445736408233643, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9777224659919739, max_false: 0.9757162928581238, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9807040691375732, max_false: 0.9309419989585876, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9863029718399048, max_false: 0.9876295924186707, correct: False
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.8447336554527283, max_false: 0.8331769704818726, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9825752973556519, max_false: 0.9789624214172363, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.949359655380249, max_false: 0.9329033493995667, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9886432886123657, max_false: 0.991207480430603, correct: False
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9864264726638794, max_false: 0.9832425713539124, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9554465413093567, max_false: 0.9515001177787781, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9405434727668762, max_false: 0.9479826092720032, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9669435620307922, max_false: 0.9761756062507629, correct: False
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9324447512626648, max_false: 0.8875318169593811, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9813167452812195, max_false: 0.9760833382606506, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9865794777870178, max_false: 0.974065363407135, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9716364145278931, max_false: 0.9784571528434753, correct: False
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9747135639190674, max_false: 0.9629756808280945, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9746645092964172, max_false: 0.9659015536308289, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9768713712692261, max_false: 0.9521474838256836, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9738233685493469, max_false: 0.9775103330612183, correct: False
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9523433446884155, max_false: 0.947972297668457, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.948056161403656, max_false: 0.9519361853599548, correct: False
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.96070396900177, max_false: 0.9561583995819092, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9581453800201416, max_false: 0.9182641506195068, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.920879065990448, max_false: 0.9436318874359131, correct: False
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9877833127975464, max_false: 0.9862284660339355, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9738637208938599, max_false: 0.9468575716018677, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9848793745040894, max_false: 0.9831042885780334, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9563542604446411, max_false: 0.9483781456947327, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.986138105392456, max_false: 0.990420401096344, correct: False
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9901257753372192, max_false: 0.9826364517211914, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9824808239936829, max_false: 0.9760716557502747, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9298743009567261, max_false: 0.9325499534606934, correct: False
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9725648164749146, max_false: 0.922774076461792, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.948033332824707, max_false: 0.9069044589996338, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9846794605255127, max_false: 0.9904012680053711, correct: False
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9781444668769836, max_false: 0.9764261245727539, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9779204726219177, max_false: 0.9769527316093445, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9504261016845703, max_false: 0.94959557056427, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9377649426460266, max_false: 0.9568028450012207, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9696059226989746, max_false: 0.9461916089057922, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9782112836837769, max_false: 0.9785226583480835, correct: False
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.8477360010147095, max_false: 0.872636079788208, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9808629751205444, max_false: 0.9620753526687622, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9895663261413574, max_false: 0.9470884203910828, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9895897507667542, max_false: 0.9914865493774414, correct: False
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9276866316795349, max_false: 0.8975274562835693, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9794950485229492, max_false: 0.9773191213607788, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9576538801193237, max_false: 0.9357619285583496, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9106841087341309, max_false: 0.9033318758010864, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.889435887336731, max_false: 0.8953602313995361, correct: False
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9673296213150024, max_false: 0.9579488635063171, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9841689467430115, max_false: 0.9645717740058899, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9802656173706055, max_false: 0.9774133563041687, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9848806262016296, max_false: 0.9724856019020081, correct: True
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9868707656860352, max_false: 0.9731832146644592, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9525265693664551, max_false: 0.9342299103736877, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9711177349090576, max_false: 0.9748153686523438, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9823645949363708, max_false: 0.9430947303771973, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.98676598072052, max_false: 0.9848592281341553, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9719981551170349, max_false: 0.967211902141571, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.969831109046936, max_false: 0.9682067632675171, correct: True
in: torch.Size([255, 8192]), out: torch.Size([8192]), max_true: 0.9398952126502991, max_false: 0.9323713183403015, correct: True
in: torch.Size([3327, 8192]), out: torch.Size([8192]), max_true: 0.9822443723678589, max_false: 0.9903470277786255, correct: False
in: torch.Size([1791, 8192]), out: torch.Size([8192]), max_true: 0.9788964986801147, max_false: 0.9773762822151184, correct: True
in: torch.Size([767, 8192]), out: torch.Size([8192]), max_true: 0.9855673313140869, max_false: 0.9853982329368591, correct: True
